gene_name,17DPi_FPKM,18DPi_FPKM,AC_FPKM,D22_FPKM,NEW_FPKM,gene_id
Zranb2,7.437684869,8.251876586,7.898387844,7.198384543,9.108902511,ENSMUSG00000028180
Lrriq3,0.214424472,0.230696377,0.609366539,0.420721171,0.174234789,ENSMUSG00000028182
Dnase2b,0,0,0,0,0,ENSMUSG00000028185
Adgrl2,1.094366456,1.27398237,3.735940356,1.454740619,4.917632918,ENSMUSG00000028184
Rpf1,4.11155657,4.831871898,4.637687855,3.970936707,5.91776133,ENSMUSG00000028187
Uox,0,0.02604257,0,0,0,ENSMUSG00000028186
Ctbs,1.476377712,2.104746952,2.647912914,1.901035917,0.524878088,ENSMUSG00000028189
Spata1,0.205998781,1.137739023,0.399792105,0.332012017,0.404533042,ENSMUSG00000028188
Gm43450,0,0,0,0,0,ENSMUSG00000107279
Gm19261,0,0,0,0,0,ENSMUSG00000100529
Ptprh,0,0,0,0,0.61032924,ENSMUSG00000035429
Mageb4,0,0,0,0,0,ENSMUSG00000035427
Fam170a,0,0,0,0,0,ENSMUSG00000035420
Sap30bp,11.66694355,12.4314493,10.95693936,11.87792218,12.99714838,ENSMUSG00000020755
Recql5,2.270472028,2.618035183,2.993139859,2.872879912,2.262732091,ENSMUSG00000020752
Defb18,0,0,0,0,0,ENSMUSG00000073735
Itgb4,0.134907551,0.707628914,0.666275023,0.38111154,0.03425783,ENSMUSG00000020758
Ahnak,28.43394745,39.35353797,280.0344612,40.97369939,0.404907242,ENSMUSG00000069833
Nlrp1a,0,0,0,0,0,ENSMUSG00000069830
Atp6v0d2,0.774593174,0.864275632,0.059668841,0.904676437,0,ENSMUSG00000028238
Cdk10,10.76868645,10.6080217,16.42146551,10.3131432,9.577178051,ENSMUSG00000033862
Abcf1,19.44248097,16.38419042,16.70653985,18.28746076,22.74299792,ENSMUSG00000038762
Fgg,0,0,0,0,0,ENSMUSG00000033860
Sat2,1.146520044,1.999240583,10.89298663,2.576513387,3.252786767,ENSMUSG00000069835
Tgs1,7.277001496,7.751034369,6.984051474,6.497880318,10.69195801,ENSMUSG00000028233
Tmem68,3.778996774,2.87213395,3.176737362,3.465131756,7.644432223,ENSMUSG00000028232
Sdr16c5,0,0,0,0,0,ENSMUSG00000028236
Rps20,33.12804573,31.13225152,20.53491222,33.05546081,32.66975726,ENSMUSG00000028234
Olfr779,0,0,0,0,0,ENSMUSG00000044537
Ackr2,0,0,0,0.118772235,0,ENSMUSG00000044534
Agtr2,0,0,0,0,0.022575817,ENSMUSG00000068122
Pofut1,2.236478913,2.991995558,4.045175462,3.255682791,1.984537082,ENSMUSG00000046020
Obox3-ps8,0,0,0,0,0,ENSMUSG00000044538
Nop56,1.767144977,1.696234853,1.23739573,2.312401139,4.233664521,ENSMUSG00000027405
Snrpb,17.11419367,23.3258831,27.33947711,27.32479171,43.89040819,ENSMUSG00000027404
Olfr1101,0,0,0,0,0,ENSMUSG00000075167
Idh3b,31.79063056,30.76943381,31.41145743,35.0039051,18.84833929,ENSMUSG00000027406
Tgm3,0,0.245529657,0.039553155,0.019981729,0.251125055,ENSMUSG00000027401
Pdyn,0.320163027,0.07948501,0.435306369,0.258870249,1.375845456,ENSMUSG00000027400
Tgm6,0.046228242,0,0,0,0.187823942,ENSMUSG00000027403
Olfr1098,0,0,0,0,0,ENSMUSG00000075169
Olfr1099,0,0,0,0,0,ENSMUSG00000075168
4933415F23Rik,0,0,0,0,0.044834737,ENSMUSG00000073730
Stk4,10.480593,10.36899513,11.6706485,11.18595221,14.76543932,ENSMUSG00000018209
Cnr1,0.631634562,0.542305742,0.106138506,0.288376975,27.05038011,ENSMUSG00000044288
Pgam1-ps1,0.105032945,0,0.218360874,0,0,ENSMUSG00000083761
Olfr221,0,0,0,0,0,ENSMUSG00000044286
RP23-60P18.10,0.163310984,0.26354687,0.594336389,0.257482244,1.161217826,ENSMUSG00000108435
Chrd,0.346776367,0.432017394,0.483893771,0.757789849,0.352242054,ENSMUSG00000006958
Gm13299,0,0,0,0,0,ENSMUSG00000087577
Gm12976,0,0.278788502,0.942909295,0.408493248,0,ENSMUSG00000087575
C030037D09Rik,1.997401396,1.955308561,1.889493316,1.669291597,0.748346929,ENSMUSG00000087574
Gm15202,0,0,0,0,0,ENSMUSG00000087571
Gm13647,0,0,0,0,0,ENSMUSG00000087570
1500017E21Rik,0,0,0,0.00965803,0.08402428,ENSMUSG00000087579
Ccdc142os,0.360019408,0.225961418,0.686275042,0.252286056,0.182859869,ENSMUSG00000087578
Defb50,0,0,0,0,0,ENSMUSG00000058568
Tmed9,88.38180215,96.94021313,87.97734255,109.2574505,65.98079995,ENSMUSG00000058569
Gm5600,0,0,0,0,0,ENSMUSG00000073862
Gm26802,0,0,0,0,0,ENSMUSG00000097266
Gm829,0,0,0,0,0,ENSMUSG00000073860
Pcsk1,0.064534506,0.069418938,0,0.158265127,1.463792663,ENSMUSG00000021587
AC125149.3,0,0,0,0,0,ENSMUSG00000079800
Cast,27.85118703,53.55889036,24.4655627,43.38448636,1.26960844,ENSMUSG00000021585
Rhobtb3,13.39264114,15.10373991,24.69415513,15.2704186,20.03535215,ENSMUSG00000021589
AC168977.1,0,0,0,0,0,ENSMUSG00000079808
Gm17249,0.81486258,0.269755238,0.782061415,0.362374314,0.350185296,ENSMUSG00000097309
Vwa3a,0.578642062,1.212962654,0.643120536,0.723585693,0.263476065,ENSMUSG00000030889
Rrp8,3.033060721,4.243998346,2.873922108,2.90544345,3.429918248,ENSMUSG00000030888
4930579M01Rik,0,0,0,0,0,ENSMUSG00000086190
Zfp652os,1.025093314,0.787747219,0.456687809,1.231362669,1.189901395,ENSMUSG00000086191
Gm13571,0,0,0,0,0,ENSMUSG00000086196
Gm13976,0,0,0,0,0,ENSMUSG00000086197
Gm16329,0,0,0,0,0,ENSMUSG00000086194
Arfip2,2.743940982,2.841510521,3.004085342,2.916077734,4.589922199,ENSMUSG00000030881
Ppp6c,11.0418577,10.05859426,11.89542246,11.16150145,10.29449058,ENSMUSG00000026753
Psmb7,29.46620925,25.42953453,38.97332424,33.06245643,50.28052303,ENSMUSG00000026750
Dnhd1,0.355024492,0.565531671,0.675930711,0.838436076,0.398086618,ENSMUSG00000030882
Uqcrc2,39.90522767,40.11524767,53.00239105,53.0614458,57.44991909,ENSMUSG00000030884
Golga1,2.619982717,2.548626574,2.151880794,2.741369602,2.345317524,ENSMUSG00000026754
Arpc5l,9.592427271,10.09417873,7.651675484,10.61435788,13.62387091,ENSMUSG00000026755
Gm13084,0,0,0,0,0,ENSMUSG00000059218
Ddn,0,0.11310702,0.284178783,0.132596471,6.748761014,ENSMUSG00000059213
2700069I18Rik,0.060889842,0.065457443,0,0,0.680042498,ENSMUSG00000086224
Gm12660,0,0,0,0,0,ENSMUSG00000086226
Gm11820,0,0,0,0,0,ENSMUSG00000086227
Gm16599,0,0,0,0,0,ENSMUSG00000086220
4930412B13Rik,0,0,0,0,0,ENSMUSG00000086221
Gm11665,0,0,0,0,0,ENSMUSG00000086222
Ubap1l,0,0.367613223,0.059215168,0.418984289,1.041087104,ENSMUSG00000086228
Syce2,0.370043478,0.682531182,0.604614079,0.666798407,7.893462359,ENSMUSG00000003824
Olfr213,0,0,0,0,0,ENSMUSG00000081649
Gm15013,0.196340172,0.316848485,0.204185137,0.412811363,0.199484635,ENSMUSG00000098559
Gm21721,0,0,0,0,0,ENSMUSG00000094679
1810063I02Rik,0,0,0,0,0,ENSMUSG00000085551
Gm15658,0,0,0.284934311,0,0,ENSMUSG00000085550
Gm15020,0,0,0,0,0,ENSMUSG00000085556
2610035F20Rik,0.356941531,0.443107811,0.485311885,0.144303894,0.557796258,ENSMUSG00000085555
Bid,14.29080687,13.48689754,5.70098471,11.54221457,4.063890267,ENSMUSG00000004446
Vmn2r25,0,0,0,0,0,ENSMUSG00000094672
Olfr1354,0,0,0,0,0,ENSMUSG00000094673
Astx4b,0,0,0,0,0,ENSMUSG00000094675
Kctd12,8.011368742,4.681848059,2.243533575,4.799470575,27.25854159,ENSMUSG00000098557
Klf9,15.18245485,14.23507852,14.48258811,13.72957419,3.794221648,ENSMUSG00000033863
Chst9,0,0,0,0,0,ENSMUSG00000047161
Gm11906,0,0,0,0,0,ENSMUSG00000085885
Gm15342,0,0,0,0,0,ENSMUSG00000085884
Arhgap27os3,0,0,0,0,0,ENSMUSG00000085887
D030047H15Rik,0.09303555,0.233535046,0.06449223,0.097774212,0.031486856,ENSMUSG00000085886
Gm15912,0.136106706,0,0,0,1.381945055,ENSMUSG00000085881
Gm3848,0,0,0,0,0,ENSMUSG00000085883
2610507I01Rik,7.169696606,5.039075653,8.536598845,5.83454639,3.523896758,ENSMUSG00000085882
1700054M17Rik,0,0,0,0,0,ENSMUSG00000085889
Gm12224,0,0,0,0,0,ENSMUSG00000085888
Hpgds,0.439473319,0.263910874,0.350674594,0.128919113,0.031146069,ENSMUSG00000029919
Mrps33,11.14291937,14.69124031,10.53502884,11.56093134,14.95445889,ENSMUSG00000029918
Clec5a,0.051479044,0,0,0,0,ENSMUSG00000029915
C130060K24Rik,0.020433682,0,0,0,0.0622436,ENSMUSG00000029917
Agk,0.882207398,1.026156849,1.344881682,0.989968785,2.84573794,ENSMUSG00000029916
Ssbp1,2.532738645,2.773726088,2.453080387,2.836548711,3.652233636,ENSMUSG00000029911
Mad2l1,0.317141244,0.69056963,1.428857654,0.642896489,5.599033035,ENSMUSG00000029910
Prdm5,1.089735623,1.330314164,2.396772482,1.365732911,0.262532935,ENSMUSG00000029913
Mkrn3,0.679212116,1.229073029,1.251893614,0.908671834,6.209326346,ENSMUSG00000070527
Gm17467,0,0,0,0,0,ENSMUSG00000095108
Gm13285,0,0,0,0,0,ENSMUSG00000095101
Prss16,0.020939493,0,0.043532684,0,0.021253837,ENSMUSG00000006179
Gm21171,0,0,0,0,0,ENSMUSG00000095103
Edaradd,0,0.031321194,0,0.040807343,0.739306803,ENSMUSG00000095105
Esp15,0,0,0,0,0,ENSMUSG00000095104
Vmn2r-ps10,0,0,0,0,0,ENSMUSG00000095107
Gm20574,0,0,0,0,0,ENSMUSG00000098082
Gm17750,2.081057365,2.398980661,2.936480989,1.406174298,18.87398558,ENSMUSG00000098087
Hpse,0.019781161,0.06381585,0,0.041571775,0.080334052,ENSMUSG00000035273
Pyhin1,0.896660757,0.291678265,0,0.153438691,0,ENSMUSG00000043263
Uevld,5.479049387,7.492839175,11.41113295,7.643054944,3.554217623,ENSMUSG00000043262
Gm26916,0,0,0,0,0,ENSMUSG00000098088
Olfr1031,0,0,0,0,0,ENSMUSG00000043267
Ssc5d,8.333452731,4.6608739,2.042067903,8.277196435,0.391545086,ENSMUSG00000035279
Plekhj1,21.17346849,16.19555524,19.54684837,17.13524115,19.98445565,ENSMUSG00000035278
Rps2,57.8302543,58.93850463,27.48486767,76.13833807,74.02350778,ENSMUSG00000044533
Tmem30b,0,0,0.024916559,0,0.02432988,ENSMUSG00000034435
RP23-178C20.4,0,0,0,0,0,ENSMUSG00000108626
Zxdc,1.894692325,2.119854569,2.73134277,2.022113488,2.945848566,ENSMUSG00000034430
Gm11784,0,0,0,0,0,ENSMUSG00000083489
Gbp8,0.246417972,1.559567355,0.195913115,0.975118171,0,ENSMUSG00000034438
Gm7682,0,0,0,0,0,ENSMUSG00000074011
Gm29648,0,0,0,0,0,ENSMUSG00000100628
Cst7,0.079786689,0,0,0,0,ENSMUSG00000068129
Kdm4d,0.179761443,0.158243869,0.577676514,0.103057108,0.232388355,ENSMUSG00000053914
Nanp,0.664909257,0.953869005,1.336519582,0.931874526,1.440808375,ENSMUSG00000053916
Wfdc2,6.533650492,14.55812776,15.22443314,9.303088821,0.188266662,ENSMUSG00000017723
Pigt,29.15607109,24.95378578,23.39899579,27.10265041,12.85351277,ENSMUSG00000017721
Trp53tg5,0,0,0,0,0,ENSMUSG00000017720
Etv4,2.55745597,3.057402992,1.356381258,3.000489125,2.82080237,ENSMUSG00000017724
Lpo,2.419557806,0.663576135,0.32061196,0.523610817,0.265042205,ENSMUSG00000009356
Mpo,0,0,0,0,0,ENSMUSG00000009350
Ppt2,6.829078726,5.97087347,4.9716403,5.224418526,2.011231276,ENSMUSG00000015474
Zfp296,0.308369565,0.608296809,0.855004634,1.512671348,0.313252103,ENSMUSG00000011267
Prkcg,0.714547703,1.612624811,1.485871156,1.88687952,0.90283378,ENSMUSG00000078816
Nlrp12,0,0.097058517,0.00852812,0.051716634,0.016663593,ENSMUSG00000078817
Cacng6,0.539381219,1.313401757,1.387254557,1.551665134,0.086511862,ENSMUSG00000078815
Eif5a,45.72905524,39.87465529,36.01608622,54.86953994,62.26405686,ENSMUSG00000078812
Rnf5,21.78493783,15.69922893,22.31718247,17.17411909,23.99192917,ENSMUSG00000015478
Gp6,0,0,0,0,0,ENSMUSG00000078810
Gm10830,0,0,0,0,0,ENSMUSG00000099758
1700030C10Rik,0,0.146279906,0,0.190583229,1.058836013,ENSMUSG00000099759
Dppa3,0,0,0,0,0,ENSMUSG00000046323
1700022A22Rik,0,0,0,0,0,ENSMUSG00000099751
Gm29018,0,0,0,0,0,ENSMUSG00000099752
Vmn1r-ps34,0,0,0,0,0,ENSMUSG00000099754
Gm21114,0,0,0,0,0,ENSMUSG00000099755
Gm28763,0,0,0,0,0,ENSMUSG00000099756
BE692007,0,0,0,0.014631566,0,ENSMUSG00000099757
4731419I09Rik,0,0.210015914,0.115963653,0.087927447,0.084977964,ENSMUSG00000097004
Abca12,0.11948979,0.016069117,0,0.073265326,0.03034543,ENSMUSG00000050296
Olfr1105,0,0,0,0,0,ENSMUSG00000075165
Foxc1,6.027463755,4.965528598,5.17069807,4.349215706,0.06062177,ENSMUSG00000050295
Obox3-ps3,0,0,0,0,0,ENSMUSG00000093509
Olfr1106,0,0,0,0,0,ENSMUSG00000075164
Gm20627,0.166976754,0.478992139,0.231434891,0.409495614,0,ENSMUSG00000093507
Vmn1r-ps24,0,0,0,0,0,ENSMUSG00000093504
Vmn2r-ps4,0,0,0,0,0,ENSMUSG00000093503
Gm20700,0,0,0,0,0,ENSMUSG00000093502
Vmn1r22,0,0,0,0,0,ENSMUSG00000093501
Gm9843,121.5417242,98.70780724,93.76326391,109.3882487,107.4501852,ENSMUSG00000050299
Olfr1104,0,0,0,0,0,ENSMUSG00000075166
4833422M21Rik,0,0,0,0,0.062162869,ENSMUSG00000097619
Gm26507,0,0.120017461,0,0.117255994,1.869393421,ENSMUSG00000097618
Gm10687,0.190512996,0.717437767,3.070306521,0.35046475,0,ENSMUSG00000097617
1110019D14Rik,3.026139878,2.784023788,3.237527727,2.71987157,0.623676947,ENSMUSG00000097616
Gm2061,0,0,0,0,1.909340618,ENSMUSG00000097615
Gm26508,0,0,0,0,0,ENSMUSG00000097614
Gm17597,0.423143887,0.075848445,0.659920312,0.14827888,0.286536793,ENSMUSG00000097613
A930012L18Rik,0.47777609,0.57452109,0.847385897,0.531742122,0,ENSMUSG00000097610
Olfr1107,0,0,0,0,0,ENSMUSG00000075163
Nme8,0.06633002,0,0,0.034847934,0,ENSMUSG00000041138
Zfp598,11.12764842,11.56068421,15.94873318,11.52054813,11.83775579,ENSMUSG00000041130
Smc1a,17.90941653,16.07188842,16.09062781,16.184663,30.53955279,ENSMUSG00000041133
N4bp2l1,0.578506077,1.200414002,2.792611241,0.684092167,0.79748472,ENSMUSG00000041132
Ripk2,11.50762732,12.34288685,5.553716356,10.83366175,1.292709026,ENSMUSG00000041135
Cyyr1,0.073900343,0.176690364,0.187817363,0.138089538,0.066719959,ENSMUSG00000041134
1700020A23Rik,0,0,0,0,0,ENSMUSG00000027409
Srsf6,16.01396589,17.48338963,10.10579266,16.7877676,24.12761124,ENSMUSG00000016921
Cpxm1,3.638788109,2.648464446,4.339700315,3.599846922,1.848069629,ENSMUSG00000027408
Nr0b2,0,0,0,0,0,ENSMUSG00000037583
Tsg101,13.49668473,12.40163849,11.94324196,14.45603104,26.1978675,ENSMUSG00000014402
Hmgb1l,0.137775264,0,0,0,0,ENSMUSG00000062477
Vmn1r5,0,0,0,0,0,ENSMUSG00000090346
Gm17217,0,0,0,0,0,ENSMUSG00000090341
Vmn2r46,0,0,0,0,0,ENSMUSG00000090342
Fbxo6,3.932644725,5.710347763,8.141536284,4.261757346,1.095862121,ENSMUSG00000055401
4933427D06Rik,0,0,0,0,0,ENSMUSG00000055403
Map6,3.655486954,5.808133852,5.0675885,5.19765945,27.04937247,ENSMUSG00000055407
Hottip,0,0,0,0,0,ENSMUSG00000055408
Nell1,0,0,0,0,2.725823162,ENSMUSG00000055409
Enthd1,0,0,0,0,0,ENSMUSG00000050439
Usp29,0,0,0.015510806,0,1.399357773,ENSMUSG00000051527
Gm21887,0,0,0,0,0,ENSMUSG00000095562
Olfr424,0,0,0,0,0,ENSMUSG00000051528
Vmn1r-ps28,0,0,0,0,0,ENSMUSG00000092228
Gm17365,0,0,0,0,0,ENSMUSG00000094995
Oard1,7.844521419,10.98044191,16.07464828,7.645201806,8.664345058,ENSMUSG00000040771
Gm21718,0,0,0,0,0,ENSMUSG00000094991
Gm9772,0,0,0,0,0,ENSMUSG00000040775
Igkv4-73,0,0,0,0,0,ENSMUSG00000094993
Fbxw25,0,0,0,0,0,ENSMUSG00000094992
Gm17412,0,0,0,0,0,ENSMUSG00000094999
Col8a2,0,0.090485616,12.87157573,0.035364909,0.034179079,ENSMUSG00000056174
Nrn1l,0,0.346737915,0,0,0,ENSMUSG00000044287
Gm43654,0.046025308,0.148572977,0.287134794,0.120950059,0.046762421,ENSMUSG00000105804
Gm43012,0,0,0,0,0,ENSMUSG00000105802
Gm43526,0,0,0,0,0,ENSMUSG00000105803
Gm18985,0,0,0,0,0,ENSMUSG00000105800
C430019N01Rik,0,0,0,0,0,ENSMUSG00000105801
Gm10030,0,0,0,0,0,ENSMUSG00000057802
Olfr135,0,0,0,0,0,ENSMUSG00000057801
1700084M14Rik,0,0,1.170008946,0,0,ENSMUSG00000057805
Ubxn11,1.431156596,1.912766976,2.418010521,1.586601366,0.306635718,ENSMUSG00000012126
Aim1l,0.008354006,0.026950795,0.008683885,0,0.101780352,ENSMUSG00000012123
Apex2,0.458322714,0.457906415,0.459511137,0.252350171,0.376871818,ENSMUSG00000025269
Maged2,13.19270041,11.65976093,8.32802442,12.87674237,13.74061913,ENSMUSG00000025268
Gnl3l,15.27242314,15.06605116,14.16921179,15.96434015,39.31693901,ENSMUSG00000025266
Fgd1,4.939378931,4.842753611,6.335906363,6.082853748,13.61175791,ENSMUSG00000025265
Tsr2,5.046075344,5.317122249,2.645831677,3.624305331,5.919567812,ENSMUSG00000025264
Fam120c,21.48758674,19.36677743,16.12092943,20.86998804,10.50839385,ENSMUSG00000025262
Huwe1,13.59255431,11.85254721,17.63540395,13.70139688,19.15895669,ENSMUSG00000025261
Hsd17b10,24.07692093,23.9484922,15.99009681,29.92077134,21.72553515,ENSMUSG00000025260
Igkv1-117,0,0,0,0,0,ENSMUSG00000094335
Gm8247,0,0,0,0,0,ENSMUSG00000091122
Gm3286,0,0,0,0,0,ENSMUSG00000094337
Gm13693,0,0,0,0,0,ENSMUSG00000094336
Hist1h2bl,0,0,0,0,0.2095818,ENSMUSG00000094338
Iqcf6,0,0,0,0,0,ENSMUSG00000091129
Atp8b4,0,0.041178883,0.129313621,0,0.019441196,ENSMUSG00000060131
Vmn1r54,0,0,0,0,0,ENSMUSG00000047203
Dusp18,13.651446,14.35152844,18.66554179,13.93846904,9.259489695,ENSMUSG00000047205
Olfr1495,0,0,0,0,0,ENSMUSG00000047207
Ostf1,6.658538754,9.860175214,4.595830781,7.945992521,1.01523711,ENSMUSG00000024725
Gm4691,0.125166129,0.089774334,0.3036318,0.219250054,0.127128838,ENSMUSG00000097979
Scgb2b15,0,0,0,0,0,ENSMUSG00000097972
Gm27028,1.18246976,1.060201144,1.229498233,1.657247502,0.600596137,ENSMUSG00000097970
Gm26917,3.128178918,4.030801762,3.992526594,3.465336511,3.101363098,ENSMUSG00000097971
Nnat,0.547602065,0.435995683,0.341610291,0.368379807,72.78809013,ENSMUSG00000067786
Blcap,22.18823777,22.07850004,18.59716043,25.37587684,33.61727437,ENSMUSG00000067787
Gm10605,0.101787893,0.087613057,0,0.085597179,1.199252498,ENSMUSG00000097974
1600017P15Rik,0,0,0,0,0.089719849,ENSMUSG00000102505
Ighv1-10,0,0,0,0,0,ENSMUSG00000102502
Aldh1a1,63.00792606,56.37698958,237.5910081,87.28619893,0.233451397,ENSMUSG00000053279
Gm37371,0,0,0,0,0,ENSMUSG00000102500
RP23-78P7.2,0,0,0,0,0,ENSMUSG00000108022
Gm17062,0,0,0,0,0,ENSMUSG00000092027
Rnf222,0,0,0,0,0,ENSMUSG00000046490
Tlx2,0,0,0,0,0,ENSMUSG00000068327
Slc4a5,0,0,0,0,0.020816466,ENSMUSG00000068323
Htra2,1.091697654,1.850878126,3.86380785,2.097990328,2.419421609,ENSMUSG00000068329
Aup1,4.988038522,3.812583789,3.642772661,4.328686123,1.848306208,ENSMUSG00000068328
Rhox7-ps2,0,0,0,0,0,ENSMUSG00000106388
Gm43188,0,0,0,0,0,ENSMUSG00000106384
Gm42943,0,0,0,0,0,ENSMUSG00000106385
Gm42991,0,0,0.042625044,0,0,ENSMUSG00000106386
Igkv4-73,0,0,0,0,0,ENSMUSG00000106387
Gm43683,0,0,0,0,0,ENSMUSG00000106380
Igkv2-95-1,0,0,0,0,0,ENSMUSG00000106381
Trav4-1,0,0,0,0,0,ENSMUSG00000106382
E330034L11Rik,0.857684258,0.971391283,2.205909945,1.423489158,3.072115944,ENSMUSG00000106383
Nmral1,0.551278403,1.412227157,1.405642029,0.689831659,6.266228493,ENSMUSG00000063445
Ube2d2b,0,0,0,0,0,ENSMUSG00000063447
Lppr1,0,0.010559498,0.275629983,0.020643145,11.11999295,ENSMUSG00000063446
Iglv2,0,0,0,0,0,ENSMUSG00000076940
Gm29347,0,0,0,0,0,ENSMUSG00000100979
Gm20912,0,0,0,0,0,ENSMUSG00000100978
Plekhd1,0,0.017437323,0.185435761,0.051124825,0.1482119,ENSMUSG00000066438
Gm28824,0,0,0,0,0,ENSMUSG00000100971
Gm29270,0,0,0,0,0,ENSMUSG00000100970
Gm29299,0,0,0,0,0,ENSMUSG00000100973
Gm28553,0,0,0,0,0,ENSMUSG00000100972
Gm28875,0.122538436,0.263589751,1.27350046,0.515049691,0,ENSMUSG00000100975
Gm28459,0,0,0,0,0,ENSMUSG00000100974
Gm29134,0,0,0,0,0,ENSMUSG00000100976
Gm20478,0.076304244,0,0,0,0,ENSMUSG00000092474
Vmn1r-ps65,0,0,0,0,0,ENSMUSG00000092476
Gm18808,0,0,0,0,0,ENSMUSG00000092477
Gm20518,0,0,0,0,0.565880086,ENSMUSG00000092470
Cyp21a2-ps,0,0.122360535,0,0,0,ENSMUSG00000092471
Gm20473,0,0,0,0,0,ENSMUSG00000092472
Vmn1r180,0,0,0,0,0,ENSMUSG00000092473
Kera,0,0,0,0,0,ENSMUSG00000019932
Mrln,0,0.046698518,0,0.182585258,0,ENSMUSG00000019933
Slc17a8,0.278383823,0.03153058,0,0.200210193,0.669705664,ENSMUSG00000019935
Epyc,0,0,0,0,0.023131711,ENSMUSG00000019936
Gm29567,0,0,0,0,0,ENSMUSG00000100888
Adamtsl3,1.894534983,2.463433147,7.233751283,1.745663398,0.081890941,ENSMUSG00000070469
Gm36931,0.032757442,0.017615292,0.051081307,0.017209842,0.083178336,ENSMUSG00000103779
Arih2,2.923833874,3.546126569,3.444903165,3.384942655,2.798674115,ENSMUSG00000064145
Mgat1,1.414906539,1.14466796,2.723244145,2.520387926,1.27263578,ENSMUSG00000020346
Gm9696,0,0,0,0,0,ENSMUSG00000070465
Gm36997,0,0,0,0,0,ENSMUSG00000103775
Zfp69,0.169653159,0.273799519,0.229304994,0.303169365,0.568682788,ENSMUSG00000064141
Trim38,0.055557681,0,0,0,0,ENSMUSG00000064140
Pcdha9,0.088336535,0.110886515,0,0.170229761,2.88630016,ENSMUSG00000103770
Cyfip2,6.563520197,8.955805885,22.82242028,11.50898374,28.61479424,ENSMUSG00000020340
Trim60,0,0.023336373,0,0,0,ENSMUSG00000053490
Gm5444,0,0,0,0,0,ENSMUSG00000053499
RP23-111G16.8,0.242928116,0.298683095,0.360806397,0,0,ENSMUSG00000107479
Atn1,0.721596796,0.232912396,0.806533063,0.227553029,0.054975421,ENSMUSG00000107478
RP23-45G16.11,0.350056608,0.502150209,0.363859574,0,0.118472798,ENSMUSG00000107477
Zfp862-ps,1.628541982,1.281919549,1.641924429,1.674759202,2.348828381,ENSMUSG00000107476
RP24-571G22.1,0,0,0,0,0,ENSMUSG00000107473
RP23-333I12.1,0,0,0,0,0,ENSMUSG00000107472
Phactr1,0.249099267,0.696835848,0.647481069,0.329910642,11.0520654,ENSMUSG00000054728
Vmac,5.769813312,6.431010499,9.734938581,6.972744367,7.615442074,ENSMUSG00000054723
Lrrc8c,13.74790431,19.78497884,22.06559126,18.19129372,3.782247118,ENSMUSG00000054720
1700013H16Rik,0,0,0,0,0,ENSMUSG00000054727
Gm21719,0,0,0,0,0,ENSMUSG00000079806
Erap1,22.25456954,22.321487,16.90583128,19.15052188,1.253625209,ENSMUSG00000021583
Olfr701,0,0,0,0,0,ENSMUSG00000036744
Ttll7,1.953741919,3.112506869,1.610492608,2.246522719,1.38149472,ENSMUSG00000036745
Gm10715,0,0,0,0,0,ENSMUSG00000096201
Psma8,0,0,0.048302509,0,0,ENSMUSG00000036743
Otud7a,0.098899589,0.167210585,0,0.089096443,3.601963243,ENSMUSG00000033510
Cuedc2,42.17387074,32.47398267,26.78966696,40.7957661,48.22920415,ENSMUSG00000036748
Pramel5,0,0,0,0,0,ENSMUSG00000036749
Olfr510,0,0,0,0,0,ENSMUSG00000096209
AA474408,0.047100473,0,0.171412382,0,0.023914545,ENSMUSG00000073867
Gm37934,0,0,0,0,0,ENSMUSG00000102728
l7Rn6,5.927854509,7.381924224,7.418797489,7.038650047,10.03542083,ENSMUSG00000062797
Zfp599,0.088006983,0.213058057,0.709160054,0.092518719,2.81594545,ENSMUSG00000062794
Olfr1158,0,0,0,0,0,ENSMUSG00000062793
Gm382,0,0,0,0,0,ENSMUSG00000062791
Arf2,19.11814309,27.04311991,22.38486831,22.26463048,61.94498359,ENSMUSG00000062421
Olfr304,0,0,0,0,0,ENSMUSG00000062426
Rab3d,1.628276598,1.504474177,3.19460521,1.750206952,1.999661711,ENSMUSG00000019066
Cdcp1,0.009378836,0.010082381,0,0,0.02856913,ENSMUSG00000035498
Gm17084,0.254103624,0.091128879,0.211361394,0.142447599,0.103247677,ENSMUSG00000091462
3830432H09Rik,0,0.021217013,0.08204152,0.04147791,0.220425215,ENSMUSG00000101731
Gm7808,0.406378496,0.437272921,0,0.427211759,0.20633247,ENSMUSG00000091460
Gm29189,0,0,0,0,0,ENSMUSG00000101733
4933400C23Rik,0,0,0,0.035339799,0,ENSMUSG00000101734
Gm28849,0,0,0,0,0,ENSMUSG00000101737
Gm29006,0,0,0,0,0,ENSMUSG00000101738
Gm5733,0,0,0,0,0,ENSMUSG00000101739
Ubl4b,0.113387511,0,0,0,0,ENSMUSG00000055891
Ppp4r1l-ps,1.088464397,1.135361516,0.954606072,1.720546548,0.582346503,ENSMUSG00000055897
Oosp2,0,0,0,0,0,ENSMUSG00000055895
RP24-137B5.2,0,0,0,0,0,ENSMUSG00000108012
RP23-74G1.5,0,0.499925023,0.120791946,0.122044978,0,ENSMUSG00000108010
RP23-114E15.17,0.121591462,0,0,0,0,ENSMUSG00000108011
Cldn34b3,0,0,0,0,0,ENSMUSG00000071738
RP23-447L9.2,0,0.288638279,0,0,0,ENSMUSG00000108014
